name,data_per_month,data_per_day,data_exhaustion_speed,call_minutes,text_messages,price_initial,mobile_carrier_id,cta_url
3G 표준,0,,,0,0,9700,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰음성8,0,,,0,0,5390,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰음성15,0,,,40,30,9900,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰음성16,50,,,40,30,11990,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[X6프로모션]알뜰음성8,1000,,,0,0,5390,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[X6프로모션]알뜰음성15,1000,,,40,30,9900,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 18,100,,,40,20,14300,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 22,200,,,30,20,16995,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 28,400,,,90,40,24200,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 33,500,,,100,50,29150,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 38,700,,,120,70,34100,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 48,1000,,,150,100,44550,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 스마트 23,300,,,60,30,19250,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[X6프로모션]알뜰 스마트 18,1100,,,40,20,14300,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 데이터 20,500,,,0,0,16500,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 데이터 29,1000,,,0,0,25300,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 데이터 37,1500,,,0,0,33000,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 데이터 45,2000,,,0,0,41250,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰 데이터 59,3000,,,0,0,56100,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰순스마트15,100,,,30,20,15400,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰순스마트18,200,,,40,20,18700,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰순스마트22,300,,,60,30,22000,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
알뜰순스마트27,500,,,100,50,27500,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[NEW] 스마트데이터 19,900,,,30,0,21890,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[NEW] 스마트데이터 28,1500,,,60,0,31790,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[NEW] 스마트데이터 34,2000,,,90,0,38390,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
[NEW] 스마트데이터 39,2500,,,120,0,43890,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
스마트19,100,,,30,0,16500,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
스마트29,200,,,100,0,25300,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내35,550,,,80,-1,28600,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내46,1100,,,130,-1,35200,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내57,2000,,,180,-1,42900,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내64,5000,,,280,-1,47850,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내75,8000,,,380,-1,56650,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내86,12000,,,500,-1,66000,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 망내103,16000,,,800,-1,78100,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
티플 주니어 14,0,,,0,0,16390,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
티플 주니어 24,0,,,0,0,27390,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심31,300,,,-1,-1,31790,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심37,1200,,,-1,-1,37400,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심42,2200,,,-1,-1,42900,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심48,3500,,,-1,-1,48400,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심52,6500,,,-1,-1,52800,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심62,11000,,,-1,-1,62590,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심72,16000,,,-1,-1,72600,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심84,20000,,,-1,-1,84700,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
3G 데이터중심106,35000,,,-1,-1,106700,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
티플자녀100분,0,,,100,100,2950,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
티플자녀150분,0,,,150,150,4400,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
LTE 데이터중심31,300,,,-1,-1,31790,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
LTE 데이터중심37,1200,,,-1,-1,37400,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
LTE 데이터중심42,2200,,,-1,-1,42900,20,https://www.tplusmobile.com/view/phoneChrgeSystem/getPhoneChrgeSystemList.do
