name,data_per_month,data_per_day,data_exhaustion_speed,call_minutes,text_messages,price_initial,mobile_carrier_id,cta_url
든든한 200분6G,6000,,,200,100,2530,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플 150분1G,1000,,,150,50,0,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플30분2G,2000,,,30,30,0,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한350분5G,5000,,,350,100,1980,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플 150분500M,500,,,150,50,990,18,https://www.freet.co.kr/charge/myPriceType.jsp
음성기본7G+1M,7000,,1000,-1,-1,4800,18,https://www.freet.co.kr/charge/myPriceType.jsp
USIM데이터중심11G(신한카드)+,11000,,3000,-1,-1,22330,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심무제한7G(신한카드)+1M,7000,,1000,-1,-1,8800,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플200분2.5G,2500,,,200,100,5500,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한500분10G(신한카드),10000,,,500,200,7920,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플150분2G,2000,,,150,50,990,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심15G(신한카드)+,15000,,3000,100,100,13750,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한200분10G(신한카드),10000,,,200,100,6820,18,https://www.freet.co.kr/charge/myPriceType.jsp
LTE 23.1,1500,,,200,200,1100,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티데이터안심15G+,15000,,3000,100,100,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
LTE 28.6,3500,,,250,250,6600,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플200분2.5G,2500,,,200,50,1100,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한 500분6G,6000,,,500,200,2970,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플 350분2G,2000,,,350,100,2200,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터팡팡매일5G(신한카드)+,0,5000,5000,-1,-1,30150,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한500분8G(신한카드),8000,,,500,200,7370,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한300분10G(신한카드),10000,,,300,300,7370,18,https://www.freet.co.kr/charge/myPriceType.jsp
LTE28.6(신한카드)+1M,2500,,1000,250,250,4620,18,https://www.freet.co.kr/charge/myPriceType.jsp
LTE 28.6,2500,,,250,250,2750,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한USIM 5G,5000,,,100,100,8800,18,https://www.freet.co.kr/charge/myPriceType.jsp
심플 350분2G,2000,,,350,100,1650,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심4.5G(신한카드)+1M,4500,,1000,-1,-1,12320,18,https://www.freet.co.kr/charge/myPriceType.jsp
USIM데이터중심11G+,11000,,3000,-1,-1,17600,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티데이터팡팡100G+,100000,,5000,-1,-1,28800,18,https://www.freet.co.kr/charge/myPriceType.jsp
음성기본데이터3G,3000,,,-1,100,3850,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한110분7.5G,7500,,,110,0,6600,18,https://www.freet.co.kr/charge/myPriceType.jsp
음성기본데이터5G,5000,,,-1,150,6600,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심무제한7G+,7000,,1000,-1,-1,4950,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한 350분4G,4000,,,350,100,4400,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심100분1G+1M,1000,,1000,100,100,5500,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티든든한 5G,5000,,,100,100,4400,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한 200분6G,6000,,,200,100,5940,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티시니어2G,2000,,400,-1,-1,6600,18,https://www.freet.co.kr/charge/myPriceType.jsp
탄소중립포인트7G+1M,7000,,1000,-1,-1,4950,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한데이터 10GB,10000,,,0,0,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한 300분6G,6000,,,300,100,6600,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티시니어4G,4000,,400,-1,-1,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티시니어2G,2000,,400,-1,-1,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
음성기본데이터7G,7000,,,-1,200,8800,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티든든한 6G,6000,,,300,300,11000,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한 500분8G,8000,,,500,200,8800,18,https://www.freet.co.kr/charge/myPriceType.jsp
LTE28.6+,2500,,1000,250,250,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한500분6G,6000,,,500,200,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
5G 든든한200분5G,5000,,,200,100,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
프리티시니어4G,4000,,400,-1,-1,9900,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터200분3.5G(모바일한경),3500,,,200,100,8250,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심7G(모바일한경)+1M,7000,,1000,-1,-1,8250,18,https://www.freet.co.kr/charge/myPriceType.jsp
음성기본데이터10G,10000,,,-1,300,13200,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터안심100분5G+1M,5000,,1000,100,100,9350,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터350분4G(모바일한경),4000,,,350,100,7700,18,https://www.freet.co.kr/charge/myPriceType.jsp
데이터200분5G(모바일한경),5000,,,200,100,9240,18,https://www.freet.co.kr/charge/myPriceType.jsp
(5G)든든한음성기본5G,5000,,,-1,100,8800,18,https://www.freet.co.kr/charge/myPriceType.jsp
든든한 100분10G,10000,,,100,100,9900,18,https://www.freet.co.kr/charge/myPriceType.jsp
